UNIQUE_KEY;Nom_usuel;Prenom_usuel;Titre_usuel;Sexe;Nationalite;Date_naissance_recherche;Lieu_naissance;Date_deces_recherche;Lieu_deces;Profession;Commentaire biographique;Programme;Etat_avancement_saisie
165834;Cohen;;;inconnu;;;;;;collectionneur;"Le nom n'apparaît sur le PV de la vente Paravey, suivi d'une adresse : ""93, (bd) Malesherbes"". L'individu n'est pas identifié.";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
158767;Collot;Jean-Pierre;;masculin;"France;";1764;Montpellier;1852;;collectionneur;Ami de Napoléon Bonaparte et de la famille Visconti. Directeur de la Monnaie de 1821 à 1842. Commanditaire de l'Hôtel Collot, devenu Hôtel d'Avray à Paris, où était exposée une collection composée essentiellement de peintures italiennes, acquises pour une partie d'entres-elles après la campagne d'Italie entre 1798 et 1801, et de vases grecs. Sa collection est vendue à sa mort en 1852 lors de trois enchères successives.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
144557;Cometti;Luigi;;masculin;;;;Avant décembre 1849;;avocat;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162724;Constantin;;;inconnu;;;;;;collectionneur;Ce nom apparaît sur le PV des ventes Piot et Pourtalès en 1864 et 1865, à chaque fois pour un objet uniquement. Il ne s'agit vraisemblablement pas du même que celui de la vente Choiseul-Gouffier en 1818, mais peut-être d'un relatif de cette dynastie de collectionneurs et marchands qu'étaient les Constantin au début du XIXe s.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
164983;Constantin;;;féminin;"France;";;;;;collectionneuse;Nom d'acheteur apparaissant dans le procès verbal de la vente Tyszkiewicz conservé aux archives de la ville de Paris. Elle pourrait être la femme d'un des marchands/collectionneurs Constantin.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
160821;Constantin;;;masculin;;19e siècle;;19e siècle;;collectionneur;"Son nom figure parmi les acheteurs de la vente Choiseul-Gouffier. Il pourrait s'agir de l'expert et commissaire-priseur Amédée Constantin, adjoint honoraire des musées royaux, dont les biens sont en partie vendue pour ""cessation d'activité"" le 15 février 1830.";"Digital Muret - INHA;Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
158553;Copet;;;inconnu;;;;;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
161291;Cordier;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
165857;Cottreau;;;inconnu;;;;;;collectionneur;"Le nom Cottreau apparaît sur de nombreux procès verbaux, tout au long du XIXe siècle. Durant la première moitié et le milieu du XIXe siècle, il peut se référer à deux frères, Laurent (mort en 1861) et Jean-Baptiste Hugues Nelson (décédé en 1861), dans la seconde moitié du siècle, probablement à Lucien ou Marcel Cottreau, peut-être frères eux-mêmes dont les collections sont vendus respectivement en 1910 et 1919. Nous n'avons pas réussi à réunir beaucoup d'information les concernant. Le nom Cottreau apparaît aussi sur le PV de la vente Paravey ; il ne peut se référer à Laurent et Hugues Nelson, décédés en 1851 et 1861, et difficilement à Lucien et Marcel. Notons que la veuve d'Hugues Nelson est encore en vie en 1879 ; elle décède peu après, en 1880 ou 1881. Une vente ""Veuve Cottreau"" en 1899 pourrait aussi être liée à cet autre personne. A ce stade de nos recherches, les informations sont encore trop lacunaires.";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
142580;Cottreau;Laurent;;masculin;;1782;;1861;;;"Le nom Cottreau apparaît sur de nombreux procès verbaux, tout au long du XIXe siècle. Durant la première moitié et le milieu du XIXe siècle, il peut se référer à deux frères, Laurent (mort en 1861) et Jean-Baptiste Hugues Nelson (décédé en 1861). Des ventes sont liées à ces deux collectionneurs : vente Nelson Cottreau (1851, à sa mort, et 1881 au décés de sa veuve), L. Cottreau (1870, à la mort de son épouse). Dans le procès-verbal de la vente Magnoncour (n°165), le nom de Cottereau est suivi de la mention Echiquier. L'Almanach des 25000 adresses des principaux habitants de Paris : pour l'année 1832 mentionne un Cottereau au 33 de la rue de l'Echiquier. La même adresse est donnée dans le Bulletin des lois de la République Française, vol.10, 1820, p.320 (""Laurent Cottreau, fils ainé, ancien négociant, rue de l'Echiquier, n°33"", membre de la compagnie commerciale d'assurances). Dans le procès-verbal de la vente Cottreau de 1870, survenue à la suite du décès de Mme Cottreau, veuve de Laurent Cottreau, il est mentionné que sa fille, Mme Marie Mathilde Cottreau, habite au 40, rue de l'Echiquier. Laurent a un frère plus jeune, Hugues Nelson Cottreau, décédé en 1851, aussi collectionneur. la confusion entre les deux personnes est donc possible.";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
164969;Courbier;Robert;;masculin;;1927;;2010;;collectionneur;;"Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;";En cours de saisie
162731;Courbry;de;;inconnu;;;;;;collectionneur;Ce nom apparaît sur le procès-verbal de la vente Pourtalès en 1865.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
161970;Courmont;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
147656;Courtin;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
158561;Coutaut;;;inconnu;;;;;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
144563;Couvreur;;;masculin;;19e siècle;;19e siècle;;marchand;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
142827;Coyet;;;masculin;;19e siècle;;19e siècle;;;Il pourrait s'agir d'Adolf Coyet (1808-1849).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
144515;Crignon de Montigny;Alphonse Anselme;;masculin;;Vers 1813;;2 avril 1877;;collectionneur;Collectionneur de médailles et de pierres gravées, Montigny avait le projet d'écrire une Histoire générale de la glyptique. Père de Gaston Crignon de Montigny (l'un des deux habite en 1866 rue Lavoisier à Paris).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
144308;Crosby;Vinus Hodgkinson;;masculin;;19e siècle;;19e siècle;;collectionneur;On connait peu de chose sur ce collectionneur. Grand neveu de lord Brass Crosby (1725-1793), qui fut maire de Londres en 1771, V. H. Crosby est un ami et l'héritier de William Williams Hope (1802-1855). A sa mort, il vend l'hôtel de Monaco ainsi que les biens qui y étaient entre mai 1855 (vente à l?hôtel de Monaco) et mai 1858. Il semble avoir conservé les ?uvres de la collection Hope qui étaient en Angleterre. Lui-même a aussi acquis des ?uvres, puisqu'on trouve son nom dans les acheteurs de la vente Magnoncour en 1839. Sa collection aurait ensuite été héritée par Mme H. Hallahan, et vendue le 14 avril 1904 à London (Knight, Frank & Rutley).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
158755;Cupet (?);;;inconnu;;;;;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
145219;Curt;;;masculin;;19e siècle;;19e siècle;;;Curt figure parmi les acheteurs lors de la vente Révil (1845).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
164752;Curtis;Atherton;;masculin;;1863;Brooklyn (New York);1943;Paris;;;"Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;";Publiée
144531;Cuzieu;de;;masculin;;19e siècle;;19e siècle;;;Il figure parmi les acheteurs lors de la vente Dubois (1847).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
165000;d'Epinay;Prosper;;masculin;"France;";13 juillet 1836;Maurice;23 septembre 1914;Indre-et-Loire;collectionneur;Sculpteur. - Dessinateur. - Caricaturiste. - Expose au Salon à partir de 1874. - Fils d'Adrien d'Épinay (1794-1839) Nom d'acheteur apparaissant dans le catalogue annoté de la vente Tyszkiewicz conservé au RVKD.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
162727;Dalligny;Charles Augustin;;masculin;;;;;;collectionneur;Dalligny achète des oeuvres lors des ventes Pouratlès et Janzé en 1865 et 1866. Il domicilié en 1866, selon le PV de la vente Janzé, au 7 rue St Georges, adresse et nom que l'on retrouve sur une liste de souscripteurs d'une société de crédit dans le Bulletin des lois de 1863. Il s'agit de Charles Augustin Dalligny (1822-1892 ?), qui fut élève à Louis-le-Grand en 1837, et maire du VIIIe arrondissement de Paris vers 1874. Il y a une possible confusion avec Auguste Dalligny, directeur du Journal des arts, revue Hebdomadaire du marché de l'art parisien.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162725;Damour;;;inconnu;;;;;;collectionneur;"Achète plusieurs lots lors de la vente Pourtalès en 1865. Ecrit aussi d'Amour sur les premiers numéros. Un Damour apparaît dans l'Annuaire artistique des collectionneurs de Paris en 1882-1883 comme collectionneur de céramique, émaux et tableaux ; un Charles Damour était un peintre, élève d'Ingres, collectionneur de gravures ; son frère Augustin Alexis Damour, un minéralogiste réputé, archéologue à ses heures, qui collabora à la création du Musée des Antiquités Nationales ou son fils Amédée Damour, préhistorien. Un collectionneur Damour est aussi mentionné dans les listes de collectionneurs Français vers de 1865.";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
145291;Danven;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
165161;Dard;Marie-Henriette;;féminin;"France;";13 novembre 1845;Dijon;27 février 1916;Dijon;;;"Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;";En cours de saisie
145222;Daugny;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
161971;Daval;Nicolas;;masculin;;18e siècle;;1838;Montmorency;marchand d'art;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
164977;de Béhague;Martine;Comtesse de Béarn;féminin;"France;";12 mars 1870;Paris;26 janvier 1939;Paris;collectionneuse;Nom d'acheteuse apparaissant dans le catalogue annoté de la vente Tyszkiewicz conservé au RVKD.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
145098;de La Riboisière;Honoré-Charles Baston;;masculin;"France;";21 septembre 1788;Fougères;23 mars 1868;Paris;militaire;"Il est un amateur d'art, grand collectionneur d'antiquités gréco-romaines et orientales. Dès 1830, il préside le ""Cercle des Arts"", société qui soutient les jeunes artistes. Il est proche des peintres Antoine-Jean Gros dit le baron Gros, lui-même collectionneur d'antiques.";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
158663;De Navarro;;;inconnu;;;;;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
147758;de Nolivos;Armand;;masculin;;19e siècle;;19e siècle;;marchand;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
5351;De Witte;Jean;;masculin;"Belgique;";24 février 1808;Anvers;29 juillet 1889;Paris;historien.ne de l'art;"Le baron de Witte s'installe à Paris en 1821, à 13 ans. Il poursuit des études d'archéologie, et effectue plusieurs voyages en Italie, mais aussi en Angleterre et en Allemagne. Il participe à la fondation de la revue française des Annales de l'Institut archéologique en 1835, à celle du Bulletin archéologique de l'Athenaeum français en 1855, et en 1875 à celle de la Gazette archéologique : recueil de Monuments pour servir à la connaissance et à l'histoire de l'art antique avec François Lenormant. Il dirige aussi la Revue numismatique à partir de 1855, et écrit de nombreux catalogues de vente, dont celui de la collection Durand en 1836, Canino en 1837, Magnoncour en 1839 et Beugnot en 1840. En 1844, il est élu membre de l'Académie des inscriptions et belles-lettres de l'Institut de France. Il a également collectionné toute sa vie ; ses dons au Cabinet des médailles ont été réguliers. Sa collection d'antiquités est dispersée à sa mort entre le Musée royal de Belgique et le Musée du Louvre.";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;Digital Muret - INHA;";Publiée
145218;Debruyer;;;inconnu;;19e siècle;;19e siècle;;;Son nom figure parmi les acheteurs de la vente Révil (1835).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
165594;Decan de Chatouville;Barthélémy-Benoit;;masculin;;6 septembre 1788;;1862;;;Notaire (1813-1834) puis maire du 3° arrondissement de Paris.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
144751;Dehan;;;masculin;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
158650;Del Caretto;Francesco Saverio;Marquis del Caretto;masculin;;1777;Barletta;1861;Naples;ministre;Ministre de la police du royaume des Deux-Siciles. Son nom figure parmi les acheteurs lors de la vente Canino de 1845;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
161241;Delafotte;;;masculin;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
161776;Delaloge;;;inconnu;;19e siècle;;19e siècle;;;Son nom, d'une lecture difficile, figure parmi les acheteurs de la vente Choiseul-Gouffier (1818).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
163081;Delange;Carle;;masculin;"France;";;;;;expert;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
145171;Delanoix;;;inconnu;;19e siècle;;19e siècle;;;Delanoix apparaît dans la liste des acheteurs de la vente Beugnot (1840). Il pourrait peut-être s'agir de l'architecte Marie-Antoine Delannoy (1800-1860).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
158628;Delanoy;;;inconnu;;;;;;;"Son nom figure parmi les acheteurs de la vente Canino de 1840, suivi de la mention ""[.]njou [...] 14"".";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
144582;Delaporte;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162741;Delasalle;;;inconnu;;;;;;collectionneur;Ce nom apparaît sur le procès-verbal de la vente Pourtalès en 1865.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
159251;Demetz;;;inconnu;;19e siècle;;19e siècle;;;Son nom figure parmi les acheteurs de la vente Durand (1836).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
156615;Demidov;Anatoliï Nicolaevitch;;masculin;"Russie;";1812;;1870;;mécène;Il constitua une bibliothèque d'une grande richesse, dispersée après sa mort et dont une partie fut achetée par le prince Roland Bonaparte.;"Documents d'archives et documents photographiques de la Bibliothèque de l'Institut national d'histoire de l'art - INHA;Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
161777;Denoi;;;inconnu;;19e siècle;;19e siècle;;;Son nom, d'une lecture difficile, figure parmi les acheteurs de la vente Choiseul-Gouffier (1818).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
3700;Denon;Dominique-Vivant;baron;masculin;"France;";4 janvier 1747;Chalon-sur-Saône;28 avril 1825;Paris;diplomate;;"Livres français d'architecture (1512-1914) - INHA;Guide des archives de l?art conservées en France (XIXe-XXIe siècles), GAAEL - INHA;Documents graphiques de la Bibliothèque de l'Institut national d'histoire de l'art - INHA;Documents d'archives et documents photographiques de la Bibliothèque de l'Institut national d'histoire de l'art - INHA;Répertoire des tableaux français en Allemagne (XVIIe et XVIIIe siècles), REPFALL - INHA;Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
161772;Dert;;;inconnu;;19e siècle;;19e siècle;;;"Orthographié ""Daire"" dans le PV de la vente.";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
161774;Desaux;;;inconnu;;19e siècle;;19e siècle;;;Son nom figure parmi les acheteurs de la vente Choiseul-Gouffier (1818).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
162743;Desmontes;;;inconnu;;;;;;collectionneur;Ce nom apparaît sur le procès-verbal de la vente Pourtalès en 1865. La lecture est incertaine. Une seule occurrence.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
164970;Desmottes;Aimé Eugène Constantin;;masculin;"France;";1825;;1899;;;;"Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;";En cours de saisie
158562;Desmulets;;;inconnu;;;;;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
161768;Devèze;;;inconnu;;19e siècle;;19e siècle;;;Son nom figure parmi les acheteurs de la vente Choiseul-Gouffier (1818).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
144490;Deville;Jean Achille;;masculin;;1789;Paris;1875;Paris;collectionneur;Premier directeur du musée des Antiquités de Rouen. Sa collection fut vendue le 6 avril 1858.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162763;Devray ?;;;inconnu;;;;;;collectionneur;Ce nom semble apparaître sur le procès-verbal de la vente Pourtalès en 1865. La lecture est incertaine.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162771;Didier;;;inconnu;;;;;;collectionneur;Ce nom apparaît sur le procès-verbal de la vente Pourtalès en 1865. La personne n'est pas identifiée.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
161769;Dillard;;;inconnu;;19e siècle;;19e siècle;;;Son nom figure parmi les acheteurs de la vente Choiseul-Gouffier (1818).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
164733;Dollfus;Jean;;masculin;;1823;Colmar;1911;Paris;;;"Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;";En cours de saisie
162772;Dréolle;;;inconnu;;;;;;collectionneur;"Ce nom apparaît sur le procès-verbal de la vente Pourtalès en 1865, domicilié au 2 rue de l'arcade. La personne n'est pas identifiée. Le directeur de journal et politicien Ernest Dréolle était membre du cercle de la rue de l'arcade ; c'est un candidat potentiel.";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162764;Droux;;;inconnu;;;;;;collectionneur;Ce nom semble apparaître sur le procès-verbal de la vente Pourtalès en 1865. La lecture est incertaine.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
147856;Du Bouchet;Augustin César Charles Florimond;marquis;masculin;;10 mars 1790;;1er février 1856;;;M. le marquis du Bouchet figure dans la liste des acheteurs lors de la vente Durand (1836), distinctement de son épouse, Mme la marquise du Bouchet.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
158653;Du Navarro;;;inconnu;;;;;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
166215;Du Sommerard;Alexandre;;masculin;"France;";1779;Bar-sur-Aube;1842;Saint-Cloud;conseiller à la cour des comptes;;"Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;";En cours de saisie
3724;Dubois;Léon-Jean-Joseph;;masculin;"France;";1780;;1846;;administration culturelle;Élève du peintre Antoine-Jean Gros, Léon-Jean-Joseph Dubois est dessinateur et lithographe. Il prend la tête de la section d'archéologie lors de l'expédition en Morée (1828-1833). De 1837 à 1846, il conservateur adjoint au département des Antiquités égyptiennes du musée du Louvre. Il illustre plusieurs ouvrages, dont Le Panthéon égyptien de Jean-François Champollion, et rédige de nombreux catalogues de ventes d'antiques ainsi que des catalogues de collections privées, à l'image des collections Panckoucke (1835-1836) et Pourtalès (1841).;"Documents d'archives et documents photographiques de la Bibliothèque de l'Institut national d'histoire de l'art - INHA;Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
62355;Duchâtel;Tanneguy;comte;masculin;;19 février 1803 (30 Pluviôse An 11);Paris;5 novembre 1867;Paris;ministre;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
144359;Ducos;Joseph-Basile;;masculin;;18 janvier 1867;Bordeaux;12 avril 1836;Paris;collectionneur;Sa collection de tableaux et d'antiquités est vendue à Paris le 18 décembre 1837. Il figure parmi les acheteurs lors de la vente Mainvielle-Fodor (1828);"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162773;Ducré;;;inconnu;;;;;;collectionneur;Ce nom apparaît sur le procès-verbal de la vente Pourtalès en 1865. La personne n'est pas identifiée.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
3728;Dufourny;Léon;;masculin;;1754;Paris;1818;;historien.ne de l'art;"élève de P. Leroy et de Peyre ; 1782-1795 : séjour en Italie ; 1789-1792 : construit l'observatoire et jardin zoologique de Palerme ; 1795 : entre à l'Institut ; 1797: administrateur du Museum central des arts ; 1802-1816 : conservateur des peintures du Muséum central des arts, puis Musée Napoléon ; 1803 : professeur à l'école d'architecture (école des Beaux-Arts)";"Livres français d'architecture (1512-1914) - INHA;Documents d'archives et documents photographiques de la Bibliothèque de l'Institut national d'histoire de l'art - INHA;Répertoire des ventes d'antiques en France au XIXe siècle - INHA;Digital Muret - INHA;";Publiée
165835;Dufresne Morny;;;inconnu;;;;;;collectionneur;Le nom n'apparaît qu'une fois sur le PV de la vente Paravey, sans adresse, ce qui indique généralement un habitiué des salles de vente ou une personne connue du monde parisien. Il n'est pas identifié à ce stade de nos recherches et l'othographe même est incertain.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
145125;Dugos;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
166217;Dugué;;;féminin;"France;";;;1851;;;;"Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;";En cours de saisie
161956;Dumanoir;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
144939;Dupré;Prosper;;masculin;;23 juin 1771;Stenay;2 juillet 1866;;numismate;Exilé en Allemagne pendant la Révolution, Prosper Dupré pratiqua la gravure pour subvenir à ses besoins. Sous l'Empire puis la Restauration, il dirigea des salines. Il s'établit à Paris en 1830, et y fréquenta Mionnet, Durand, Millingen, Hennin et d'autres personnages du monde de l'archéologie. En 1833, il voyagea en Italie en compagnie d'Edme Durand. Il semble qu'il commença sa collection de monnaies au tout début du siècle. Lorsqu'il se défit de la partie grecque de sa collection, un tiers environ en fut acquis par le duc de Luynes, et se trouve aujourd'hui au Cabinet des Médailles. La série de pièces d'or a été achetée en majeure partie par Edward Wigan, qui en fit don au British Museum. Toutefois, quelques exemplaires sont parvenus au Cabinet des Médailles. Vers la fin de sa vie, Dupré constitua une autre collection de monnaies grecques, dispersée après sa mort. (Vente du 24 avril 1867 et jours suivants.) Dupré publia deux opuscules et quatre articles sur les monnaies antiques. Sa collection comprenait également quelques vases.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;Digital Muret - INHA;";Publiée
142517;Durand;Edme Antoine;;masculin;;1768;Auxerre;1835;Florence;collectionneur;Fils d'un riche négociant en vins d'Auxerre, le chevalier Durand pratique lui aussi une activité commerçante qui lui vaut une rapide fortune. Sa découverte de l'Italie en 1799 marque le début de sa passion pour la collection. Marchand de tableaux patenté de 1817 à 1822, puis négociant, il constitue par divers moyens une collection considérable comprenant notamment des peintures, dessins, estampes, armes, antiquités et objets d'art. Une partie de cette collection est vendue au musée du Louvre en 1825 et forme le noyau du musée Charles X. En parallèle, E.A. Durand vend des ?uvres d'art dans sa boutique parisienne, ainsi qu'en ventes publiques. Il meurt d'une maladie foudroyante en 1835 à Florence, lors d'un énième voyage en Italie, et sa collection est vendue aux enchères l'année suivante à Paris. Le chevalier Durand a un frère, Edme Laurent Durand-Duclos, lui aussi marchand et collectionneur, ainsi qu'une fille naturelle, Henriette Lion.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;Digital Muret - INHA;";Publiée
144337;Durand-Duclos;Laurent;;masculin;"France;";1771;Auxerre;1846;Paris;collectionneur;Fils d'un riche négociant en vins d'Auxerre, Edme Laurent Durand-Duclos s'installe à Paris et se forme à la peinture dans l'atelier de David. Il fait ensuite carrière comme peintre et marchand d'art. Il est le frère cadet et l'un des héritiers d'Edme Antoine Durand (1768-1835), et forme une importante collection qui est vendue aux enchères à Paris en 1847.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162744;Durlarcher;;;inconnu;;;;;;marchand d'art;Ce nom apparaît sur le procès-verbal de la vente Pourtalès en 1865. La lecture est incertaine. Une seule occurrence au lot n° cat. 1258 / PV 1032.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
164971;Duruflé;Gustave;;masculin;"France;";1835;;1909;;collectionneur;Gustave Duruflé, rentier, vit à Paris dans le 9e arrondissement. Il réuni une jolie collection relativement diverse, comprenant une large part d'antiquités, en particulier des terres cuites, la plupart acquise lors des ventes publiques à Paris. On ne sait encore pas grand chose de l'homme lui-même, mais un descriptif de sa collection est conservé aux Archives des musées Nationaux, avec l'indication de l'origine des pièces. Sa collection de monnaie par Rollin et Feuardent en 1910 à Drouot.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
158753;Dutoul;;;inconnu;;;;;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
161926;Duval;;;inconnu;;19e siècle;;19e siècle;;député;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
163650;Duval;;;masculin;;19e siècle;;19e siècle;;collectionneur;"Ce nom apparaît pour deux achats sur le procès-verbal de la vente Pourtalès en 1865 et l'individu n'est pas identifié. Il pourrait s'agir du peintre et collectionneur Etienne Duval (1824-1912), dont la collection est léguée au Musée d'Art et d'Histoire de Genève en 1914. Un autre Duval achète à la vente Durand de 1836 ; un ""Duval"" est aussi mentionné comme collectionneur dans le recueil Muret vol. II. Il existe encore un collectionneur Suisse, François Duval, actif durant la même période. En l'absence d'identification des deux sculptures achetées, un buste de femme (cat. n°29) et une statuette de Némésis (cat. n°60), nous demeurons prudents.";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
159801;Duvauchelle;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
159453;Duvaud;;;inconnu;;19e siècle;;19e siècle;;;Son nom figure parmi les acheteurs de la vente Choiseul-Gouffier (1818).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
163986;Dzialynski;Isabelle;Comtesse;féminin;"Pologne;";1830;Varsovie;1899;Menton;peintre;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
147468;Eckel;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
158627;Efeudier;;;inconnu;;;;;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
164972;Egger;Samuel;Docteur;masculin;"Hongrie;";;;;;collectionneur;Nom d'acheteur apparaissant dans le catalogue annoté de la vente Tyszkiewicz conservé au RVKD. Sa collection est vendue chez Sotheby's le 25 juin 1891 : Catalogue of the Important Collection of Bronze Arms & Implements and Ornaments in Gold, Silver and Bronze formed by the Late Dr S. Egger of Vienna and a very Important Hoard of Objects found at Aszar in the Year 1884, which be sold by Auction by Messr Sotheby, Wilkinson and Hodge, at their House, nr. 13, Wellington Street, Strand WC, on Monday the 25th June 1891 and Following Day.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
